seq0 seq1 length score
serrano192 amypro13 88 (8.0)
serrano193 amypro13 88 (8.0)
serrano194 amypro13 88 (16.0)
serrano195 amypro13 88 (6.0)
serrano196 amypro13 89 (8.0)
serrano197 amypro13 88 (10.0)
serrano198 amypro13 88 (14.0)
serrano199 amypro13 88 (12.0)
serrano200 amypro13 88 (14.0)
serrano201 amypro13 88 (8.0)
serrano202 amypro13 88 (5.0)
serrano203 amypro13 94 (9.0)
serrano204 amypro13 88 (2.0)
serrano205 amypro13 93 (6.0)
serrano206 amypro13 90 (11.5)
serrano207 amypro13 88 (5.0)
serrano208 amypro13 88 (8.0)
serrano209 amypro13 88 (8.0)
serrano210 amypro13 90 (2.5)
serrano211 amypro13 91 (7.0)
serrano212 amypro13 92 (8.0)
serrano213 amypro13 88 (6.0)
serrano214 amypro13 88 (4.0)
serrano215 amypro13 88 (9.0)
serrano216 amypro13 88 (7.0)
serrano217 amypro13 88 (13.0)
serrano218 amypro13 88 (10.0)
serrano219 amypro13 88 (6.0)
serrano220 amypro13 88 (3.0)
serrano221 amypro13 88 (8.0)
serrano222 amypro13 88 (10.0)
serrano223 amypro13 88 (9.0)
serrano224 amypro13 88 (13.0)
serrano225 amypro13 93 (5.0)
serrano226 amypro13 88 (16.0)
serrano227 amypro13 88 (7.0)
serrano228 amypro13 88 (7.0)
serrano229 amypro13 88 (12.0)
serrano230 amypro13 88 (4.0)
serrano231 amypro13 90 (7.5)
serrano232 amypro13 88 (8.0)
serrano233 amypro13 88 (4.5)
serrano234 amypro13 88 (7.0)
serrano235 amypro13 88 (6.0)
serrano236 amypro13 92 (7.5)
serrano237 amypro13 88 (13.0)
serrano238 amypro13 90 (10.5)
serrano239 amypro13 88 (8.0)
serrano240 amypro13 88 (13.0)
serrano241 amypro13 95 (6.0)
serrano242 amypro13 88 (10.0)
serrano243 amypro13 88 (13.0)
serrano244 amypro13 88 (10.0)
serrano245 amypro13 88 (12.5)
serrano246 amypro13 88 (6.0)
serrano247 amypro13 88 (11.0)
serrano0 amypro14 140 (11.0)
serrano1 amypro14 137 (16.0)
serrano2 amypro14 140 (14.0)
serrano3 amypro14 134 (10.0)
serrano4 amypro14 141 (13.0)
serrano5 amypro14 157 (16.5)
serrano6 amypro14 134 (11.5)
serrano7 amypro14 135 (13.0)
serrano8 amypro14 134 (24.5)
serrano9 amypro14 134 (8.0)
serrano10 amypro14 136 (10.0)
serrano11 amypro14 134 (12.0)
serrano12 amypro14 134 (10.0)
serrano13 amypro14 134 (14.0)
serrano14 amypro14 134 (22.0)
serrano15 amypro14 134 (10.0)
serrano16 amypro14 134 (11.0)
serrano17 amypro14 134 (11.0)
serrano18 amypro14 134 (13.0)
serrano19 amypro14 134 (16.0)
serrano20 amypro14 134 (15.0)
serrano21 amypro14 144 (13.0)
serrano22 amypro14 134 (11.0)
serrano23 amypro14 134 (13.0)
serrano24 amypro14 134 (9.5)
serrano25 amypro14 134 (20.5)
serrano26 amypro14 137 (12.0)
serrano27 amypro14 136 (8.5)
serrano28 amypro14 134 (17.0)
serrano29 amypro14 134 (16.5)
serrano30 amypro14 134 (11.0)
serrano31 amypro14 134 (12.0)
serrano32 amypro14 142 (13.5)
serrano33 amypro14 142 (13.5)
serrano34 amypro14 142 (21.5)
serrano35 amypro14 134 (17.0)
serrano36 amypro14 134 (9.0)
serrano37 amypro14 134 (15.5)
serrano38 amypro14 134 (5.0)
serrano39 amypro14 134 (7.0)
serrano40 amypro14 134 (8.0)
serrano41 amypro14 134 (13.5)
serrano42 amypro14 134 (17.5)
serrano43 amypro14 134 (17.5)
serrano44 amypro14 134 (14.5)
serrano45 amypro14 141 (16.0)
serrano46 amypro14 141 (18.0)
serrano47 amypro14 141 (18.0)
serrano48 amypro14 141 (26.0)
serrano49 amypro14 140 (8.0)
serrano50 amypro14 136 (6.5)
serrano51 amypro14 134 (6.0)
serrano52 amypro14 135 (8.0)
serrano53 amypro14 141 (5.0)
serrano54 amypro14 134 (15.0)
serrano55 amypro14 134 (9.0)
serrano56 amypro14 134 (8.0)
serrano57 amypro14 134 (16.0)
serrano58 amypro14 134 (12.0)
serrano59 amypro14 134 (21.0)
serrano60 amypro14 134 (15.5)
serrano61 amypro14 134 (10.0)
serrano62 amypro14 134 (11.0)
serrano63 amypro14 134 (15.0)
serrano64 amypro14 134 (16.0)
serrano65 amypro14 135 (12.0)
serrano66 amypro14 134 (8.0)
serrano67 amypro14 134 (10.0)
serrano68 amypro14 134 (11.0)
serrano69 amypro14 134 (8.0)
serrano70 amypro14 134 (11.0)
serrano71 amypro14 140 (11.5)
serrano72 amypro14 134 (8.0)
serrano73 amypro14 144 (7.0)
serrano74 amypro14 160 (8.0)
serrano75 amypro14 134 (10.0)
serrano76 amypro14 134 (16.0)
serrano77 amypro14 134 (10.0)
serrano78 amypro14 138 (14.0)
serrano79 amypro14 134 (9.0)
serrano80 amypro14 134 (14.0)
serrano81 amypro14 134 (13.0)
serrano82 amypro14 134 (12.0)
serrano83 amypro14 147 (6.0)
serrano84 amypro14 143 (6.0)
serrano85 amypro14 134 (23.5)
serrano86 amypro14 134 (13.0)
serrano87 amypro14 134 (10.5)
serrano88 amypro14 134 (9.0)
serrano89 amypro14 134 (15.5)
serrano90 amypro14 134 (18.0)
serrano91 amypro14 134 (12.0)
serrano92 amypro14 134 (13.0)
serrano93 amypro14 135 (8.0)
serrano94 amypro14 134 (10.0)
serrano95 amypro14 134 (11.0)
serrano96 amypro14 134 (12.0)
serrano97 amypro14 134 (14.5)
serrano98 amypro14 134 (12.0)
serrano99 amypro14 134 (9.0)
serrano100 amypro14 134 (10.0)
serrano101 amypro14 134 (12.0)
serrano102 amypro14 134 (13.5)
serrano103 amypro14 134 (12.0)
serrano104 amypro14 134 (12.0)
serrano105 amypro14 134 (8.0)
serrano106 amypro14 134 (10.0)
serrano107 amypro14 137 (11.0)
serrano108 amypro14 134 (10.0)
serrano109 amypro14 134 (13.0)
serrano110 amypro14 134 (14.0)
serrano111 amypro14 134 (12.0)
serrano112 amypro14 134 (8.0)
serrano113 amypro14 134 (15.0)
serrano114 amypro14 140 (6.0)
serrano115 amypro14 134 (4.0)
serrano116 amypro14 134 (9.0)
serrano117 amypro14 134 (10.0)
serrano118 amypro14 134 (10.0)
serrano119 amypro14 134 (8.0)
serrano120 amypro14 137 (10.0)
serrano121 amypro14 134 (15.0)
serrano122 amypro14 134 (10.0)
serrano123 amypro14 134 (10.0)
serrano124 amypro14 136 (11.0)
serrano125 amypro14 134 (12.0)
serrano126 amypro14 142 (6.0)
serrano127 amypro14 134 (14.0)
serrano128 amypro14 144 (6.0)
serrano129 amypro14 134 (16.0)
serrano130 amypro14 134 (12.0)
serrano131 amypro14 139 (9.0)
serrano132 amypro14 135 (17.0)
serrano133 amypro14 135 (7.0)
serrano134 amypro14 134 (10.5)
serrano135 amypro14 136 (13.0)
serrano136 amypro14 140 (13.5)
serrano137 amypro14 146 (6.0)
serrano138 amypro14 143 (12.0)
serrano139 amypro14 143 (6.0)
serrano140 amypro14 143 (11.0)
serrano141 amypro14 139 (18.0)
serrano142 amypro14 139 (18.0)
serrano143 amypro14 138 (22.5)
serrano144 amypro14 138 (26.5)
serrano145 amypro14 134 (9.0)
serrano146 amypro14 140 (13.0)
serrano147 amypro14 134 (11.0)
serrano148 amypro14 134 (2.5)
serrano149 amypro14 134 (12.0)
serrano150 amypro14 134 (13.0)
serrano151 amypro14 134 (8.5)
serrano152 amypro14 134 (19.0)
serrano153 amypro14 134 (10.0)
serrano154 amypro14 134 (12.5)
serrano155 amypro14 134 (9.0)
serrano156 amypro14 134 (18.0)
serrano157 amypro14 134 (23.5)
serrano158 amypro14 135 (9.0)
serrano159 amypro14 134 (14.0)
serrano160 amypro14 134 (9.0)
serrano161 amypro14 137 (9.0)
serrano162 amypro14 137 (9.0)
serrano163 amypro14 135 (11.0)
serrano164 amypro14 146 (11.0)
serrano165 amypro14 140 (9.5)
serrano166 amypro14 134 (12.0)
serrano167 amypro14 135 (9.0)
serrano168 amypro14 143 (14.5)
serrano169 amypro14 136 (16.5)
serrano170 amypro14 139 (14.0)
serrano171 amypro14 136 (12.5)
serrano172 amypro14 142 (8.0)
serrano173 amypro14 139 (17.0)
serrano174 amypro14 145 (6.0)
serrano175 amypro14 134 (7.0)
serrano176 amypro14 142 (9.0)
serrano177 amypro14 134 (3.0)
serrano178 amypro14 134 (11.0)
serrano179 amypro14 135 (14.0)
serrano180 amypro14 135 (11.0)
serrano181 amypro14 134 (10.0)
serrano182 amypro14 140 (9.0)
serrano183 amypro14 134 (8.0)
serrano184 amypro14 134 (12.0)
serrano185 amypro14 134 (8.0)
serrano186 amypro14 142 (4.0)
serrano187 amypro14 134 (6.0)
serrano188 amypro14 134 (11.0)
serrano189 amypro14 134 (11.0)
serrano190 amypro14 134 (16.0)
serrano191 amypro14 134 (10.0)
serrano192 amypro14 138 (14.5)
serrano193 amypro14 135 (13.0)
serrano194 amypro14 134 (17.0)
serrano195 amypro14 134 (9.0)
serrano196 amypro14 134 (6.0)
serrano197 amypro14 134 (9.0)
serrano198 amypro14 134 (14.0)
serrano199 amypro14 134 (10.0)
serrano200 amypro14 134 (7.0)
serrano201 amypro14 134 (9.0)
serrano202 amypro14 134 (6.0)
serrano203 amypro14 140 (8.0)
serrano204 amypro14 134 (14.0)
serrano205 amypro14 134 (13.0)
serrano206 amypro14 134 (10.5)
serrano207 amypro14 134 (8.0)
serrano208 amypro14 141 (6.0)
serrano209 amypro14 134 (9.0)
serrano210 amypro14 134 (10.0)
serrano211 amypro14 134 (6.0)
serrano212 amypro14 134 (7.0)
serrano213 amypro14 134 (8.0)
serrano214 amypro14 134 (8.0)
serrano215 amypro14 134 (13.0)
serrano216 amypro14 134 (12.0)
serrano217 amypro14 134 (15.0)
serrano218 amypro14 134 (9.0)
serrano219 amypro14 134 (16.0)
serrano220 amypro14 137 (10.0)
serrano221 amypro14 134 (10.0)
serrano222 amypro14 134 (15.0)
serrano223 amypro14 134 (13.0)
serrano224 amypro14 134 (12.0)
serrano225 amypro14 134 (8.0)
serrano226 amypro14 134 (15.0)
serrano227 amypro14 134 (9.0)
serrano228 amypro14 135 (8.0)
serrano229 amypro14 134 (9.0)
serrano230 amypro14 134 (10.0)
serrano231 amypro14 137 (8.0)
serrano232 amypro14 134 (11.5)
serrano233 amypro14 134 (18.0)
serrano234 amypro14 134 (14.0)
serrano235 amypro14 138 (13.0)
serrano236 amypro14 134 (12.0)
serrano237 amypro14 134 (17.0)
serrano238 amypro14 134 (11.0)
serrano239 amypro14 134 (12.0)
serrano240 amypro14 134 (10.0)
serrano241 amypro14 135 (8.0)
serrano242 amypro14 134 (10.0)
serrano243 amypro14 138 (11.0)
serrano244 amypro14 135 (10.0)
serrano245 amypro14 134 (7.0)
serrano246 amypro14 134 (11.0)
serrano247 amypro14 134 (9.0)
serrano0 amypro15 84 (8.0)
serrano1 amypro15 81 (8.0)
serrano2 amypro15 84 (8.0)
serrano3 amypro15 76 (3.0)
serrano4 amypro15 88 (9.0)
serrano5 amypro15 83 (5.0)
serrano6 amypro15 79 (7.0)
serrano7 amypro15 76 (10.0)
serrano8 amypro15 106 (10.0)
serrano9 amypro15 76 (9.0)
serrano10 amypro15 89 (3.0)
serrano11 amypro15 76 (8.0)
serrano12 amypro15 76 (19.0)
serrano13 amypro15 82 (10.0)
serrano14 amypro15 82 (3.5)
serrano15 amypro15 84 (5.0)
serrano16 amypro15 81 (8.0)
serrano17 amypro15 79 (8.0)
serrano18 amypro15 76 (10.0)
serrano19 amypro15 76 (4.0)
serrano20 amypro15 76 (6.0)
serrano21 amypro15 98 (17.0)
serrano22 amypro15 80 (16.0)
serrano23 amypro15 80 (16.0)
serrano24 amypro15 80 (16.0)
serrano25 amypro15 80 (15.0)
serrano26 amypro15 76 (10.0)
serrano27 amypro15 77 (10.0)
serrano28 amypro15 78 (8.0)
serrano29 amypro15 81 (11.0)
serrano30 amypro15 77 (8.0)
serrano31 amypro15 77 (7.0)
serrano32 amypro15 81 (10.0)
serrano33 amypro15 81 (13.0)
serrano34 amypro15 81 (15.0)
serrano35 amypro15 76 (18.0)
serrano36 amypro15 77 (9.0)
serrano37 amypro15 80 (16.0)
serrano38 amypro15 76 (9.0)
serrano39 amypro15 76 (13.0)
serrano40 amypro15 76 (11.0)
serrano41 amypro15 79 (9.0)
serrano42 amypro15 76 (12.0)
serrano43 amypro15 81 (15.0)
serrano44 amypro15 82 (16.0)
serrano45 amypro15 83 (13.0)
serrano46 amypro15 84 (11.0)
serrano47 amypro15 85 (8.0)
serrano48 amypro15 86 (7.0)
serrano49 amypro15 76 (8.0)
serrano50 amypro15 76 (12.0)
serrano51 amypro15 79 (10.0)
serrano52 amypro15 76 (8.0)
serrano53 amypro15 76 (14.0)
serrano54 amypro15 77 (11.0)
serrano55 amypro15 82 (9.0)
serrano56 amypro15 78 (8.5)
serrano57 amypro15 83 (12.0)
serrano58 amypro15 84 (14.0)
serrano59 amypro15 87 (6.0)
serrano60 amypro15 78 (16.0)
serrano61 amypro15 82 (8.0)
serrano62 amypro15 76 (12.0)
serrano63 amypro15 87 (6.0)
serrano64 amypro15 80 (6.0)
serrano65 amypro15 94 (6.0)
serrano66 amypro15 76 (12.0)
serrano67 amypro15 76 (12.0)
serrano68 amypro15 91 (6.0)
serrano69 amypro15 77 (8.0)
serrano70 amypro15 84 (3.0)
serrano71 amypro15 76 (18.0)
serrano72 amypro15 87 (1.0)
serrano73 amypro15 76 (10.0)
serrano74 amypro15 99 (11.0)
serrano75 amypro15 81 (7.0)
serrano76 amypro15 76 (6.0)
serrano77 amypro15 77 (15.0)
serrano78 amypro15 76 (8.0)
serrano79 amypro15 79 (8.0)
serrano80 amypro15 76 (7.0)
serrano81 amypro15 76 (10.0)
serrano82 amypro15 76 (7.0)
serrano83 amypro15 87 (7.5)
serrano84 amypro15 80 (2.5)
serrano85 amypro15 90 (6.0)
serrano86 amypro15 76 (7.0)
serrano87 amypro15 93 (11.0)
serrano88 amypro15 79 (11.0)
serrano89 amypro15 83 (14.0)
serrano90 amypro15 76 (5.0)
serrano91 amypro15 76 (9.5)
serrano92 amypro15 76 (5.0)
serrano93 amypro15 81 (9.0)
serrano94 amypro15 76 (8.0)
serrano95 amypro15 76 (9.0)
serrano96 amypro15 76 (5.0)
serrano97 amypro15 77 (8.0)
serrano98 amypro15 76 (6.0)
serrano99 amypro15 88 (9.0)
serrano100 amypro15 76 (7.0)
serrano101 amypro15 76 (10.0)
serrano102 amypro15 84 (8.0)
serrano103 amypro15 87 (5.0)
serrano104 amypro15 76 (6.0)
serrano105 amypro15 76 (11.0)
serrano106 amypro15 78 (7.5)
serrano107 amypro15 88 (5.0)
serrano108 amypro15 82 (7.0)
serrano109 amypro15 81 (6.0)
serrano110 amypro15 76 (7.0)
serrano111 amypro15 76 (7.0)
serrano112 amypro15 76 (10.0)
serrano113 amypro15 77 (9.0)
serrano114 amypro15 77 (16.0)
serrano115 amypro15 76 (14.0)
serrano116 amypro15 76 (12.0)
serrano117 amypro15 76 (13.0)
serrano118 amypro15 83 (14.5)
serrano119 amypro15 85 (9.0)
serrano120 amypro15 76 (22.0)
serrano121 amypro15 76 (8.0)
serrano122 amypro15 76 (12.0)
serrano123 amypro15 79 (9.0)
serrano124 amypro15 76 (9.0)
serrano125 amypro15 76 (11.0)
serrano126 amypro15 77 (8.0)
serrano127 amypro15 80 (4.5)
serrano128 amypro15 76 (7.0)
serrano129 amypro15 76 (6.0)
serrano130 amypro15 84 (5.5)
serrano131 amypro15 101 (9.0)
serrano132 amypro15 94 (6.0)
serrano133 amypro15 77 (7.0)
serrano134 amypro15 78 (10.5)
serrano135 amypro15 76 (12.0)
serrano136 amypro15 77 (20.0)
serrano137 amypro15 83 (5.0)
serrano138 amypro15 92 (12.0)
serrano139 amypro15 79 (2.0)
serrano140 amypro15 85 (6.0)
serrano141 amypro15 99 (12.0)
serrano142 amypro15 99 (12.0)
serrano143 amypro15 79 (10.0)
serrano144 amypro15 96 (7.0)
serrano145 amypro15 76 (17.0)
serrano146 amypro15 76 (15.0)
serrano147 amypro15 85 (9.0)
serrano148 amypro15 76 (3.0)
serrano149 amypro15 93 (4.0)
serrano150 amypro15 76 (18.0)
serrano151 amypro15 90 (10.0)
serrano152 amypro15 76 (9.0)
serrano153 amypro15 84 (8.0)
serrano154 amypro15 80 (8.0)
serrano155 amypro15 89 (4.0)
serrano156 amypro15 76 (11.5)
serrano157 amypro15 78 (9.5)
serrano158 amypro15 83 (8.0)
serrano159 amypro15 77 (11.0)
serrano160 amypro15 76 (7.0)
serrano161 amypro15 95 (12.0)
serrano162 amypro15 86 (12.0)
serrano163 amypro15 80 (8.0)
serrano164 amypro15 81 (7.0)
serrano165 amypro15 94 (8.0)
serrano166 amypro15 92 (8.0)
serrano167 amypro15 78 (15.5)
serrano168 amypro15 77 (12.0)
serrano169 amypro15 77 (17.0)
serrano170 amypro15 86 (14.0)
serrano171 amypro15 87 (6.0)
serrano172 amypro15 76 (11.0)
serrano173 amypro15 90 (5.0)
serrano174 amypro15 78 (7.5)
serrano175 amypro15 84 (5.0)
serrano176 amypro15 79 (7.0)
serrano177 amypro15 83 (3.0)
serrano178 amypro15 78 (2.0)
serrano179 amypro15 77 (7.0)
serrano180 amypro15 76 (8.0)
serrano181 amypro15 76 (3.0)
serrano182 amypro15 76 (5.0)
serrano183 amypro15 81 (5.0)
serrano184 amypro15 76 (9.0)
serrano185 amypro15 76 (12.0)
serrano186 amypro15 84 (6.0)
serrano187 amypro15 84 (7.0)
serrano188 amypro15 79 (10.0)
serrano189 amypro15 76 (6.0)
serrano190 amypro15 76 (11.0)
serrano191 amypro15 76 (11.0)
serrano192 amypro15 76 (12.0)
serrano193 amypro15 76 (11.5)
serrano194 amypro15 76 (16.0)
serrano195 amypro15 76 (7.0)
serrano196 amypro15 76 (12.0)
serrano197 amypro15 85 (5.0)
serrano198 amypro15 76 (11.0)
serrano199 amypro15 77 (5.0)
serrano200 amypro15 76 (7.0)
serrano201 amypro15 84 (6.0)
serrano202 amypro15 76 (5.0)
serrano203 amypro15 76 (10.5)
serrano204 amypro15 76 (13.0)
serrano205 amypro15 76 (9.0)
serrano206 amypro15 76 (29.0)
serrano207 amypro15 76 (24.0)
serrano208 amypro15 76 (3.0)
serrano209 amypro15 76 (5.0)
serrano210 amypro15 80 (7.0)
serrano211 amypro15 76 (6.0)
serrano212 amypro15 76 (4.5)
serrano213 amypro15 83 (5.0)
serrano214 amypro15 78 (9.5)
serrano215 amypro15 76 (19.0)
serrano216 amypro15 76 (8.0)
serrano217 amypro15 76 (8.0)
serrano218 amypro15 76 (9.0)
serrano219 amypro15 76 (9.0)
serrano220 amypro15 82 (5.5)
serrano221 amypro15 76 (9.0)
serrano222 amypro15 76 (14.0)
serrano223 amypro15 76 (8.0)
serrano224 amypro15 76 (8.0)
serrano225 amypro15 76 (9.0)
serrano226 amypro15 76 (2.0)
serrano227 amypro15 76 (5.0)
serrano228 amypro15 79 (4.0)
serrano229 amypro15 76 (7.0)
serrano230 amypro15 84 (7.0)
serrano231 amypro15 76 (5.0)
serrano232 amypro15 76 (24.0)
serrano233 amypro15 76 (16.0)
serrano234 amypro15 82 (4.0)
serrano235 amypro15 78 (5.5)
serrano236 amypro15 76 (5.0)
serrano237 amypro15 76 (13.0)
serrano238 amypro15 82 (12.0)
serrano239 amypro15 76 (10.0)
serrano240 amypro15 76 (7.0)
serrano241 amypro15 82 (9.0)
serrano242 amypro15 83 (7.0)
serrano243 amypro15 76 (7.0)
serrano244 amypro15 76 (4.0)
serrano245 amypro15 76 (12.0)
serrano246 amypro15 76 (26.0)
serrano247 amypro15 76 (15.0)
serrano0 amypro16 474 (17.5)
serrano1 amypro16 474 (10.5)
serrano2 amypro16 474 (14.5)
serrano3 amypro16 474 (19.5)
serrano4 amypro16 479 (26.0)
serrano5 amypro16 472 (16.0)
serrano6 amypro16 477 (13.0)
serrano7 amypro16 472 (22.0)
serrano8 amypro16 479 (15.0)
serrano9 amypro16 472 (15.0)
serrano10 amypro16 478 (17.0)
serrano11 amypro16 472 (14.0)
serrano12 amypro16 472 (21.0)
serrano13 amypro16 478 (13.5)
serrano14 amypro16 492 (14.0)
serrano15 amypro16 490 (21.5)
serrano16 amypro16 472 (14.0)
serrano17 amypro16 472 (12.0)
serrano18 amypro16 475 (16.0)
serrano19 amypro16 473 (10.0)
serrano20 amypro16 472 (13.0)
serrano21 amypro16 472 (12.0)
serrano22 amypro16 472 (17.0)
serrano23 amypro16 472 (18.0)
serrano24 amypro16 472 (16.0)
serrano25 amypro16 472 (17.0)
serrano26 amypro16 474 (12.5)
serrano27 amypro16 474 (16.5)
serrano28 amypro16 474 (16.5)
serrano29 amypro16 472 (18.0)
serrano30 amypro16 472 (15.0)
serrano31 amypro16 474 (11.5)
serrano32 amypro16 472 (16.0)
serrano33 amypro16 472 (11.0)
serrano34 amypro16 472 (16.0)
serrano35 amypro16 472 (15.0)
serrano36 amypro16 474 (16.5)
serrano37 amypro16 472 (17.0)
serrano38 amypro16 472 (9.0)
serrano39 amypro16 474 (9.5)
serrano40 amypro16 472 (9.0)
serrano41 amypro16 472 (10.0)
serrano42 amypro16 472 (10.0)
serrano43 amypro16 472 (14.0)
serrano44 amypro16 472 (16.5)
serrano45 amypro16 473 (14.0)
serrano46 amypro16 473 (15.0)
serrano47 amypro16 473 (12.0)
serrano48 amypro16 480 (12.5)
serrano49 amypro16 472 (14.0)
serrano50 amypro16 472 (11.0)
serrano51 amypro16 472 (10.0)
serrano52 amypro16 472 (16.0)
serrano53 amypro16 472 (14.0)
serrano54 amypro16 474 (16.5)
serrano55 amypro16 472 (17.0)
serrano56 amypro16 473 (15.5)
serrano57 amypro16 472 (16.0)
serrano58 amypro16 472 (16.0)
serrano59 amypro16 472 (18.0)
serrano60 amypro16 473 (14.0)
serrano61 amypro16 474 (10.5)
serrano62 amypro16 472 (13.0)
serrano63 amypro16 472 (18.0)
serrano64 amypro16 472 (15.0)
serrano65 amypro16 476 (13.5)
serrano66 amypro16 472 (14.0)
serrano67 amypro16 472 (14.0)
serrano68 amypro16 472 (20.0)
serrano69 amypro16 472 (13.5)
serrano70 amypro16 472 (17.0)
serrano71 amypro16 472 (13.0)
serrano72 amypro16 472 (24.0)
serrano73 amypro16 476 (10.5)
serrano74 amypro16 481 (13.0)
serrano75 amypro16 472 (12.0)
serrano76 amypro16 472 (16.0)
serrano77 amypro16 472 (14.0)
serrano78 amypro16 472 (13.0)
serrano79 amypro16 476 (13.0)
serrano80 amypro16 472 (11.0)
serrano81 amypro16 472 (14.0)
serrano82 amypro16 472 (15.0)
serrano83 amypro16 472 (18.5)
serrano84 amypro16 472 (13.5)
serrano85 amypro16 472 (21.0)
serrano86 amypro16 472 (16.0)
serrano87 amypro16 474 (12.0)
serrano88 amypro16 472 (15.0)
serrano89 amypro16 472 (18.0)
serrano90 amypro16 472 (10.0)
serrano91 amypro16 472 (17.0)
serrano92 amypro16 472 (9.0)
serrano93 amypro16 474 (17.5)
serrano94 amypro16 472 (17.0)
serrano95 amypro16 472 (12.0)
serrano96 amypro16 472 (11.0)
serrano97 amypro16 472 (16.0)
serrano98 amypro16 472 (16.0)
serrano99 amypro16 475 (17.0)
serrano100 amypro16 472 (15.0)
serrano101 amypro16 472 (14.0)
serrano102 amypro16 472 (13.0)
serrano103 amypro16 474 (9.5)
serrano104 amypro16 472 (16.0)
serrano105 amypro16 472 (10.0)
serrano106 amypro16 472 (13.0)
serrano107 amypro16 472 (13.0)
serrano108 amypro16 472 (14.5)
serrano109 amypro16 472 (16.0)
serrano110 amypro16 472 (14.0)
serrano111 amypro16 472 (14.0)
serrano112 amypro16 472 (13.0)
serrano113 amypro16 472 (16.0)
serrano114 amypro16 472 (15.0)
serrano115 amypro16 472 (12.0)
serrano116 amypro16 472 (12.0)
serrano117 amypro16 472 (11.0)
serrano118 amypro16 474 (17.5)
serrano119 amypro16 476 (15.5)
serrano120 amypro16 472 (11.0)
serrano121 amypro16 472 (18.0)
serrano122 amypro16 472 (11.0)
serrano123 amypro16 472 (17.0)
serrano124 amypro16 475 (9.0)
serrano125 amypro16 472 (17.0)
serrano126 amypro16 472 (14.0)
serrano127 amypro16 472 (13.0)
serrano128 amypro16 472 (21.0)
serrano129 amypro16 472 (21.0)
serrano130 amypro16 472 (21.0)
serrano131 amypro16 477 (19.5)
serrano132 amypro16 480 (19.5)
serrano133 amypro16 472 (15.0)
serrano134 amypro16 472 (15.0)
serrano135 amypro16 472 (10.0)
serrano136 amypro16 476 (24.5)
serrano137 amypro16 472 (18.0)
serrano138 amypro16 472 (19.0)
serrano139 amypro16 472 (9.0)
serrano140 amypro16 472 (11.5)
serrano141 amypro16 473 (18.0)
serrano142 amypro16 473 (18.0)
serrano143 amypro16 472 (14.0)
serrano144 amypro16 473 (22.0)
serrano145 amypro16 472 (24.0)
serrano146 amypro16 472 (31.0)
serrano147 amypro16 472 (17.0)
serrano148 amypro16 472 (14.0)
serrano149 amypro16 472 (15.5)
serrano150 amypro16 472 (20.0)
serrano151 amypro16 478 (17.5)
serrano152 amypro16 472 (22.0)
serrano153 amypro16 473 (15.0)
serrano154 amypro16 472 (16.0)
serrano155 amypro16 472 (14.0)
serrano156 amypro16 472 (19.0)
serrano157 amypro16 473 (15.5)
serrano158 amypro16 472 (18.0)
serrano159 amypro16 473 (17.0)
serrano160 amypro16 472 (18.0)
serrano161 amypro16 476 (19.5)
serrano162 amypro16 472 (16.0)
serrano163 amypro16 472 (19.0)
serrano164 amypro16 472 (23.0)
serrano165 amypro16 472 (20.0)
serrano166 amypro16 474 (22.0)
serrano167 amypro16 472 (28.5)
serrano168 amypro16 484 (13.0)
serrano169 amypro16 474 (21.5)
serrano170 amypro16 472 (20.0)
serrano171 amypro16 474 (13.0)
serrano172 amypro16 472 (17.0)
serrano173 amypro16 472 (18.0)
serrano174 amypro16 473 (18.0)
serrano175 amypro16 472 (14.0)
serrano176 amypro16 472 (19.0)
serrano177 amypro16 472 (21.5)
serrano178 amypro16 472 (21.0)
serrano179 amypro16 472 (18.0)
serrano180 amypro16 472 (16.0)
serrano181 amypro16 472 (11.0)
serrano182 amypro16 472 (17.5)
serrano183 amypro16 472 (14.0)
serrano184 amypro16 472 (12.0)
serrano185 amypro16 474 (17.5)
serrano186 amypro16 472 (11.0)
serrano187 amypro16 472 (13.0)
serrano188 amypro16 472 (17.0)
serrano189 amypro16 472 (24.0)
serrano190 amypro16 472 (15.0)
serrano191 amypro16 472 (11.0)
serrano192 amypro16 472 (12.0)
serrano193 amypro16 472 (9.0)
serrano194 amypro16 472 (14.0)
serrano195 amypro16 472 (14.0)
serrano196 amypro16 472 (12.0)
serrano197 amypro16 472 (16.0)
serrano198 amypro16 474 (13.0)
serrano199 amypro16 472 (16.0)
serrano200 amypro16 472 (16.0)
serrano201 amypro16 472 (15.0)
serrano202 amypro16 472 (16.0)
serrano203 amypro16 472 (12.0)
serrano204 amypro16 472 (14.0)
serrano205 amypro16 472 (10.0)
serrano206 amypro16 472 (9.0)
serrano207 amypro16 472 (11.0)
serrano208 amypro16 472 (15.0)
serrano209 amypro16 472 (12.0)
serrano210 amypro16 472 (13.0)
serrano211 amypro16 472 (14.0)
serrano212 amypro16 472 (6.5)
serrano213 amypro16 472 (13.0)
serrano214 amypro16 472 (11.0)
serrano215 amypro16 472 (13.0)
serrano216 amypro16 472 (18.0)
serrano217 amypro16 472 (10.0)
serrano218 amypro16 472 (9.0)
serrano219 amypro16 472 (17.5)
serrano220 amypro16 472 (10.0)
serrano221 amypro16 472 (10.5)
serrano222 amypro16 473 (12.0)
serrano223 amypro16 472 (14.0)
serrano224 amypro16 472 (11.0)
